production_day,station_id,station_name,oee_pct,availability_pct,performance_pct,quality_pct,defect_rate_pct,downtime_minutes,mtbf_hours,mttr_hours,anomaly_score,is_anomaly
2025-12-31,10,SFX-PLM-ASSY-01,92.08,100.0,99.55,92.5,0.0,24.07,0.0,0.0,0.10044283101606061,False
2025-12-31,10,SFX-PLM-ASSY-01,92.08,100.0,99.55,92.5,0.0,6.5,0.0,0.0,0.07084579341695296,False
2025-12-10,10,SFX-PLM-ASSY-01,74.02,81.08,99.61,91.65,0.0,22.9,0.0,0.0,0.19367941935883753,False
2025-12-10,10,SFX-PLM-ASSY-01,74.02,81.08,99.61,91.65,0.0,21.93,0.0,0.0,0.19304427918898004,False
2026-02-23,10,SFX-PLM-ASSY-01,47.2,52.08,99.48,91.1,0.0,29.92,0.0,0.0,0.13727966615244863,False
2026-02-23,10,SFX-PLM-ASSY-01,47.2,52.08,99.48,91.1,0.0,36.77,0.0,0.0,0.13591331017535574,False
2026-04-02,10,SFX-PLM-ASSY-01,82.9,92.46,99.59,90.03,0.0,10.67,0.0,0.0,0.08678873874846149,False
2026-04-02,10,SFX-PLM-ASSY-01,82.9,92.46,99.59,90.03,0.0,13.48,0.0,0.0,0.0903371983788055,False
2026-04-02,10,SFX-PLM-ASSY-01,82.9,92.46,99.59,90.03,0.0,33.85,0.0,0.0,0.09541185593034901,False
2025-12-17,10,SFX-PLM-ASSY-01,76.78,85.54,99.71,90.03,0.0,25.85,0.0,0.0,0.11347909638267184,False
2026-03-09,10,SFX-PLM-ASSY-01,68.49,73.65,99.77,93.21,0.0,69.67,0.0,0.0,0.10634789708687403,False
2026-03-09,10,SFX-PLM-ASSY-01,68.49,73.65,99.77,93.21,0.0,26.35,0.0,0.0,0.15416339886053693,False
2026-03-09,10,SFX-PLM-ASSY-01,68.49,73.65,99.77,93.21,0.0,11.8,0.0,0.0,0.14346290709729276,False
2026-02-18,10,SFX-PLM-ASSY-01,69.64,75.56,99.76,92.39,0.0,49.82,0.0,0.0,0.1688677845806334,False
2026-02-18,10,SFX-PLM-ASSY-01,69.64,75.56,99.76,92.39,0.0,91.97,0.0,0.0,0.09910961629675236,False
2026-02-18,10,SFX-PLM-ASSY-01,69.64,75.56,99.76,92.39,0.0,40.03,0.0,0.0,0.17896501139154053,False
2025-11-17,10,SFX-PLM-ASSY-01,48.03,52.03,99.48,92.8,0.0,30.1,0.0,0.0,0.14142786469065238,False
2025-11-17,10,SFX-PLM-ASSY-01,48.03,52.03,99.48,92.8,0.0,25.8,0.0,0.0,0.1404388149089928,False
2025-11-17,10,SFX-PLM-ASSY-01,48.03,52.03,99.48,92.8,0.0,22.55,0.0,0.0,0.13756656956702612,False
2026-05-01,10,SFX-PLM-ASSY-01,40.81,45.18,99.38,90.89,0.0,30.22,0.0,0.0,0.052617156510108676,False
2026-05-01,10,SFX-PLM-ASSY-01,40.81,45.18,99.38,90.89,0.0,25.07,0.0,0.0,0.0467624276677413,False
